Code Domaine,Domaine,Code zone (M49),Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole,Note
"OA","Séries temporelles annuelles","250","France","561","Population urbaine","3010","Population-Estimations","2015","2015","1000 No","51343.241","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","250","France","511","Population totale","3010","Population-Estimations","2016","2016","1000 No","65086.856","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","250","France","551","Population rurale","3010","Population-Estimations","2016","2016","1000 No","12998.038","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","250","France","561","Population urbaine","3010","Population-Estimations","2016","2016","1000 No","51722.652","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","250","France","511","Population totale","3010","Population-Estimations","2017","2017","1000 No","65284.776","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","250","France","551","Population rurale","3010","Population-Estimations","2017","2017","1000 No","12879.012","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","250","France","561","Population urbaine","3010","Population-Estimations","2017","2017","1000 No","52100.536","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","250","France","511","Population totale","3010","Population-Estimations","2018","2018","1000 No","65519.543","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","250","France","551","Population rurale","3010","Population-Estimations","2018","2018","1000 No","12756.906","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","250","France","561","Population urbaine","3010","Population-Estimations","2018","2018","1000 No","52476.365","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","250","France","511","Population totale","3010","Population-Estimations","2019","2019","1000 No","65729.459","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","250","France","551","Population rurale","3010","Population-Estimations","2019","2019","1000 No","12631.632","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","250","France","561","Population urbaine","3010","Population-Estimations","2019","2019","1000 No","52849.078","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","250","France","511","Population totale","3010","Population-Estimations","2020","2020","1000 No","65905.277","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","250","France","551","Population rurale","3010","Population-Estimations","2020","2020","1000 No","12503.199","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","250","France","561","Population urbaine","3010","Population-Estimations","2020","2020","1000 No","53217.966","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","250","France","511","Population totale","3010","Population-Estimations","2021","2021","1000 No","66083.548","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","250","France","551","Population rurale","3010","Population-Estimations","2021","2021","1000 No","12371.78","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","250","France","561","Population urbaine","3010","Population-Estimations","2021","2021","1000 No","53582.961","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","250","France","511","Population totale","3010","Population-Estimations","2022","2022","1000 No","66277.409","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","250","France","551","Population rurale","3010","Population-Estimations","2022","2022","1000 No","12237.703","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","250","France","561","Population urbaine","3010","Population-Estimations","2022","2022","1000 No","53944.675","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","250","France","511","Population totale","3010","Population-Estimations","2023","2023","1000 No","66438.822","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","250","France","551","Population rurale","3010","Population-Estimations","2023","2023","1000 No","12101.328","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","250","France","561","Population urbaine","3010","Population-Estimations","2023","2023","1000 No","54303.895","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","511","Population totale","3010","Population-Estimations","1950","1950","1000 No","346278.821","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","551","Population rurale","3010","Population-Estimations","1950","1950","1000 No","312191.064","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","561","Population urbaine","3010","Population-Estimations","1950","1950","1000 No","64134.136","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","511","Population totale","3010","Population-Estimations","1951","1951","1000 No","353870.057","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","551","Population rurale","3010","Population-Estimations","1951","1951","1000 No","316069.482","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","561","Population urbaine","3010","Population-Estimations","1951","1951","1000 No","66175.821","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","511","Population totale","3010","Population-Estimations","1952","1952","1000 No","361874.903","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","551","Population rurale","3010","Population-Estimations","1952","1952","1000 No","321012.042","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","561","Population urbaine","3010","Population-Estimations","1952","1952","1000 No","67526.578","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","511","Population totale","3010","Population-Estimations","1953","1953","1000 No","370104.573","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","551","Population rurale","3010","Population-Estimations","1953","1953","1000 No","326216.962","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","561","Population urbaine","3010","Population-Estimations","1953","1953","1000 No","68943.129","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","511","Population totale","3010","Population-Estimations","1954","1954","1000 No","378687.138","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","551","Population rurale","3010","Population-Estimations","1954","1954","1000 No","331655.491","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","561","Population urbaine","3010","Population-Estimations","1954","1954","1000 No","70421.535","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","511","Population totale","3010","Population-Estimations","1955","1955","1000 No","387700.887","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","551","Population rurale","3010","Population-Estimations","1955","1955","1000 No","337310.56","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","561","Population urbaine","3010","Population-Estimations","1955","1955","1000 No","71958.495","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","511","Population totale","3010","Population-Estimations","1956","1956","1000 No","396988.903","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","551","Population rurale","3010","Population-Estimations","1956","1956","1000 No","343175.073","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","561","Population urbaine","3010","Population-Estimations","1956","1956","1000 No","73553.698","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","511","Population totale","3010","Population-Estimations","1957","1957","1000 No","406253.888","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","551","Population rurale","3010","Population-Estimations","1957","1957","1000 No","349253.671","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","561","Population urbaine","3010","Population-Estimations","1957","1957","1000 No","75207.437","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","511","Population totale","3010","Population-Estimations","1958","1958","1000 No","415777.442","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","551","Population rurale","3010","Population-Estimations","1958","1958","1000 No","355557.396","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","561","Population urbaine","3010","Population-Estimations","1958","1958","1000 No","76924.267","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","511","Population totale","3010","Population-Estimations","1959","1959","1000 No","425780.669","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","551","Population rurale","3010","Population-Estimations","1959","1959","1000 No","362105.269","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","561","Population urbaine","3010","Population-Estimations","1959","1959","1000 No","78708.627","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","511","Population totale","3010","Population-Estimations","1960","1960","1000 No","435990.338","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","551","Population rurale","3010","Population-Estimations","1960","1960","1000 No","368914.885","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","561","Population urbaine","3010","Population-Estimations","1960","1960","1000 No","80565.723","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","511","Population totale","3010","Population-Estimations","1961","1961","1000 No","446564.729","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","551","Population rurale","3010","Population-Estimations","1961","1961","1000 No","375819.783","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","561","Population urbaine","3010","Population-Estimations","1961","1961","1000 No","82675.18","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","511","Population totale","3010","Population-Estimations","1962","1962","1000 No","457283.09","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","551","Population rurale","3010","Population-Estimations","1962","1962","1000 No","382619.475","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","561","Population urbaine","3010","Population-Estimations","1962","1962","1000 No","85233.062","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","511","Population totale","3010","Population-Estimations","1963","1963","1000 No","468138.575","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","551","Population rurale","3010","Population-Estimations","1963","1963","1000 No","389636.593","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","561","Population urbaine","3010","Population-Estimations","1963","1963","1000 No","87891.377","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","511","Population totale","3010","Population-Estimations","1964","1964","1000 No","479229.598","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","551","Population rurale","3010","Population-Estimations","1964","1964","1000 No","396837.731","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","561","Population urbaine","3010","Population-Estimations","1964","1964","1000 No","90646.804","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","511","Population totale","3010","Population-Estimations","1965","1965","1000 No","490140.146","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","551","Population rurale","3010","Population-Estimations","1965","1965","1000 No","404208.521","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","561","Population urbaine","3010","Population-Estimations","1965","1965","1000 No","93493.844","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","511","Population totale","3010","Population-Estimations","1966","1966","1000 No","500740.247","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","551","Population rurale","3010","Population-Estimations","1966","1966","1000 No","411727.357","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","561","Population urbaine","3010","Population-Estimations","1966","1966","1000 No","96434.578","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","511","Population totale","3010","Population-Estimations","1967","1967","1000 No","511606.372","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","551","Population rurale","3010","Population-Estimations","1967","1967","1000 No","419415.084","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","561","Population urbaine","3010","Population-Estimations","1967","1967","1000 No","99474.695","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","511","Population totale","3010","Population-Estimations","1968","1968","1000 No","522716.889","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","551","Population rurale","3010","Population-Estimations","1968","1968","1000 No","427333.873","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","561","Population urbaine","3010","Population-Estimations","1968","1968","1000 No","102633.444","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","511","Population totale","3010","Population-Estimations","1969","1969","1000 No","533880.544","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","551","Population rurale","3010","Population-Estimations","1969","1969","1000 No","435574.361","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","561","Population urbaine","3010","Population-Estimations","1969","1969","1000 No","105930.715","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","511","Population totale","3010","Population-Estimations","1970","1970","1000 No","545864.268","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","551","Population rurale","3010","Population-Estimations","1970","1970","1000 No","444189.563","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","561","Population urbaine","3010","Population-Estimations","1970","1970","1000 No","109388.95","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","511","Population totale","3010","Population-Estimations","1971","1971","1000 No","558096.387","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","551","Population rurale","3010","Population-Estimations","1971","1971","1000 No","453028.508","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","561","Population urbaine","3010","Population-Estimations","1971","1971","1000 No","113196.304","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","511","Population totale","3010","Population-Estimations","1972","1972","1000 No","570482.142","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","551","Population rurale","3010","Population-Estimations","1972","1972","1000 No","461669.934","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","561","Population urbaine","3010","Population-Estimations","1972","1972","1000 No","117741.579","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","511","Population totale","3010","Population-Estimations","1973","1973","1000 No","583465.598","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","551","Population rurale","3010","Population-Estimations","1973","1973","1000 No","470571.619","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","561","Population urbaine","3010","Population-Estimations","1973","1973","1000 No","122487.307","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","511","Population totale","3010","Population-Estimations","1974","1974","1000 No","597041.391","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","551","Population rurale","3010","Population-Estimations","1974","1974","1000 No","479627.092","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","561","Population urbaine","3010","Population-Estimations","1974","1974","1000 No","127423.163","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","511","Population totale","3010","Population-Estimations","1975","1975","1000 No","611309.535","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","551","Population rurale","3010","Population-Estimations","1975","1975","1000 No","488767.91","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","561","Population urbaine","3010","Population-Estimations","1975","1975","1000 No","132533.81","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","511","Population totale","3010","Population-Estimations","1976","1976","1000 No","625861.883","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","551","Population rurale","3010","Population-Estimations","1976","1976","1000 No","497954.083","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","561","Population urbaine","3010","Population-Estimations","1976","1976","1000 No","137817.651","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","511","Population totale","3010","Population-Estimations","1977","1977","1000 No","640801.103","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","551","Population rurale","3010","Population-Estimations","1977","1977","1000 No","507210.016","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","561","Population urbaine","3010","Population-Estimations","1977","1977","1000 No","143275.014","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","511","Population totale","3010","Population-Estimations","1978","1978","1000 No","655728.229","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","551","Population rurale","3010","Population-Estimations","1978","1978","1000 No","516569.391","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","561","Population urbaine","3010","Population-Estimations","1978","1978","1000 No","148932.893","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","511","Population totale","3010","Population-Estimations","1979","1979","1000 No","671155.747","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","551","Population rurale","3010","Population-Estimations","1979","1979","1000 No","526101.573","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","561","Population urbaine","3010","Population-Estimations","1979","1979","1000 No","154814.231","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","511","Population totale","3010","Population-Estimations","1980","1980","1000 No","687354.025","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","551","Population rurale","3010","Population-Estimations","1980","1980","1000 No","535841.576","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","561","Population urbaine","3010","Population-Estimations","1980","1980","1000 No","160941.941","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","511","Population totale","3010","Population-Estimations","1981","1981","1000 No","703696.25","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","551","Population rurale","3010","Population-Estimations","1981","1981","1000 No","546129.275","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","561","Population urbaine","3010","Population-Estimations","1981","1981","1000 No","166988.757","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","511","Population totale","3010","Population-Estimations","1982","1982","1000 No","720313.473","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","551","Population rurale","3010","Population-Estimations","1982","1982","1000 No","557274.365","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","561","Population urbaine","3010","Population-Estimations","1982","1982","1000 No","172593.648","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","511","Population totale","3010","Population-Estimations","1983","1983","1000 No","737372.681","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","551","Population rurale","3010","Population-Estimations","1983","1983","1000 No","568582.58","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","561","Population urbaine","3010","Population-Estimations","1983","1983","1000 No","178366.487","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","511","Population totale","3010","Population-Estimations","1984","1984","1000 No","754875.449","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","551","Population rurale","3010","Population-Estimations","1984","1984","1000 No","579960.348","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","561","Population urbaine","3010","Population-Estimations","1984","1984","1000 No","184284.854","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","511","Population totale","3010","Population-Estimations","1985","1985","1000 No","772647.793","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","551","Population rurale","3010","Population-Estimations","1985","1985","1000 No","591344.889","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","561","Population urbaine","3010","Population-Estimations","1985","1985","1000 No","190321.782","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","511","Population totale","3010","Population-Estimations","1986","1986","1000 No","790689.978","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","551","Population rurale","3010","Population-Estimations","1986","1986","1000 No","602702.974","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","561","Population urbaine","3010","Population-Estimations","1986","1986","1000 No","196478.462","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","511","Population totale","3010","Population-Estimations","1987","1987","1000 No","808931.27","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","551","Population rurale","3010","Population-Estimations","1987","1987","1000 No","614038.065","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","561","Population urbaine","3010","Population-Estimations","1987","1987","1000 No","202754.676","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","511","Population totale","3010","Population-Estimations","1988","1988","1000 No","827342.99","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","551","Population rurale","3010","Population-Estimations","1988","1988","1000 No","625337.487","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","561","Population urbaine","3010","Population-Estimations","1988","1988","1000 No","209151.835","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","511","Population totale","3010","Population-Estimations","1989","1989","1000 No","846039.529","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","551","Population rurale","3010","Population-Estimations","1989","1989","1000 No","636607.29","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","561","Population urbaine","3010","Population-Estimations","1989","1989","1000 No","215662.744","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","511","Population totale","3010","Population-Estimations","1990","1990","1000 No","864972.221","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","551","Population rurale","3010","Population-Estimations","1990","1990","1000 No","647836.752","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","561","Population urbaine","3010","Population-Estimations","1990","1990","1000 No","222296.728","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","511","Population totale","3010","Population-Estimations","1991","1991","1000 No","883927.6","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","551","Population rurale","3010","Population-Estimations","1991","1991","1000 No","659127.729","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","561","Population urbaine","3010","Population-Estimations","1991","1991","1000 No","228927.146","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","511","Population totale","3010","Population-Estimations","1992","1992","1000 No","902957.07","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","551","Population rurale","3010","Population-Estimations","1992","1992","1000 No","670596.991","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","561","Population urbaine","3010","Population-Estimations","1992","1992","1000 No","235424.115","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","511","Population totale","3010","Population-Estimations","1993","1993","1000 No","922118.387","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","551","Population rurale","3010","Population-Estimations","1993","1993","1000 No","682039.727","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","561","Population urbaine","3010","Population-Estimations","1993","1993","1000 No","242018.09","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","511","Population totale","3010","Population-Estimations","1994","1994","1000 No","941163.767","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","551","Population rurale","3010","Population-Estimations","1994","1994","1000 No","693476.126","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","561","Population urbaine","3010","Population-Estimations","1994","1994","1000 No","248728.123","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","511","Population totale","3010","Population-Estimations","1995","1995","1000 No","960301.044","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","551","Population rurale","3010","Population-Estimations","1995","1995","1000 No","704923.971","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","561","Population urbaine","3010","Population-Estimations","1995","1995","1000 No","255558.824","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","511","Population totale","3010","Population-Estimations","1996","1996","1000 No","979678.458","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","551","Population rurale","3010","Population-Estimations","1996","1996","1000 No","716378.887","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","561","Population urbaine","3010","Population-Estimations","1996","1996","1000 No","262514.33","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","511","Population totale","3010","Population-Estimations","1997","1997","1000 No","999133.762","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","551","Population rurale","3010","Population-Estimations","1997","1997","1000 No","727825.98","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","561","Population urbaine","3010","Population-Estimations","1997","1997","1000 No","269579.338","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","511","Population totale","3010","Population-Estimations","1998","1998","1000 No","1018665.08","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","551","Population rurale","3010","Population-Estimations","1998","1998","1000 No","739222.779","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","561","Population urbaine","3010","Population-Estimations","1998","1998","1000 No","276751.263","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","511","Population totale","3010","Population-Estimations","1999","1999","1000 No","1038225.823","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","551","Population rurale","3010","Population-Estimations","1999","1999","1000 No","750527.571","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","561","Population urbaine","3010","Population-Estimations","1999","1999","1000 No","284011.643","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","511","Population totale","3010","Population-Estimations","2000","2000","1000 No","1057922.733","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","551","Population rurale","3010","Population-Estimations","2000","2000","1000 No","761700.63","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","561","Population urbaine","3010","Population-Estimations","2000","2000","1000 No","291350.282","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","511","Population totale","3010","Population-Estimations","2001","2001","1000 No","1077898.575","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","551","Population rurale","3010","Population-Estimations","2001","2001","1000 No","772339.048","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","561","Population urbaine","3010","Population-Estimations","2001","2001","1000 No","299138.807","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","511","Population totale","3010","Population-Estimations","2002","2002","1000 No","1097600.38","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","551","Population rurale","3010","Population-Estimations","2002","2002","1000 No","782001.968","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","561","Population urbaine","3010","Population-Estimations","2002","2002","1000 No","307805.144","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","511","Population totale","3010","Population-Estimations","2003","2003","1000 No","1116803.006","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","551","Population rurale","3010","Population-Estimations","2003","2003","1000 No","791442.579","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","561","Population urbaine","3010","Population-Estimations","2003","2003","1000 No","316585.269","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","511","Population totale","3010","Population-Estimations","2004","2004","1000 No","1135991.513","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","551","Population rurale","3010","Population-Estimations","2004","2004","1000 No","800652.72","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","561","Population urbaine","3010","Population-Estimations","2004","2004","1000 No","325483.057","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","511","Population totale","3010","Population-Estimations","2005","2005","1000 No","1154676.322","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","551","Population rurale","3010","Population-Estimations","2005","2005","1000 No","809639.268","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","561","Population urbaine","3010","Population-Estimations","2005","2005","1000 No","334479.406","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","511","Population totale","3010","Population-Estimations","2006","2006","1000 No","1172878.89","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","551","Population rurale","3010","Population-Estimations","2006","2006","1000 No","818387.902","X","Chiffre de source externe",""
"OA","Séries temporelles annuelles","356","Inde","561","Population urbaine","3010","Population-Estimations","2006","2006","1000 No","343589.817","X","Chiffre de source externe",""
